"job_id","timerank","address","Job_name","deadline","company","link","Longitude","latitude"
"1","4","- Hồ Chí Minh: Rivera Park Building, 7/28 Thanh Thai Str, Ward 14, District 10, Quận 10","data engineer intern"," 06/01/2024","AHAMOVE - Người vận chuyển của bạn","https://www.topcv.vn/viec-lam/data-engineer-intern/1190610.html?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","10.768770","106.663890"
"1","3","- Hồ Chí Minh: Rivera Park Building, 7/28 Thanh Thai Str, Ward 14, District 10, Quận 10","data engineer intern"," 06/01/2024","AHAMOVE - Người vận chuyển của bạn","https://www.topcv.vn/viec-lam/data-engineer-intern/1190610.html?utm_campaign=google_jobs_apply&utm_source=google_jobs_apply&utm_medium=organic","106.663890","10.768770"
